index,score
difficulties,-1.2
difficultly,-1.7
difficulty,-1.4
diffident,-1.0
dignified,2.2
dignifies,2.0
dignify,1.8
dignifying,2.1
dignitaries,0.6
dignitary,1.9
dignities,1.4
dignity,1.7
dilemma,-0.7
dipshit,-2.1
dire,-2.0
direful,-3.1
dirtier,-1.4
dirtiest,-2.4
disabling,-2.1
disadvantage,-1.8
disadvantaged,-1.7
disadvantageous,-1.8
disadvantageously,-2.1
disadvantageousness,-1.6
disadvantages,-1.7
disagreeable,-1.7
disagreeableness,-1.7
disagreeablenesses,-1.9
disagreeably,-1.5
disagreed,-1.3
disagreeing,-1.4
disagreement,-1.5
disagreements,-1.8
disagrees,-1.3
disappeared,-0.9
disappears,-1.4
disappointedly,-1.7
disappointingly,-1.9
disappointments,-2.0
disappoints,-1.6
disasters,-2.6
disastrous,-2.9
disbelieve,-1.2
discard,-1.0
discarded,-1.4
discarding,-0.7
discards,-1.0
discomfort,-1.8
discomfortable,-1.6
discomforted,-1.6
discomforting,-1.6
discomforts,-1.3
disconsolate,-2.3
disconsolation,-1.7
discontented,-1.8
discord,-1.7
discounted,0.2
discourage,-1.8
discourageable,-1.2
discouraged,-1.7
discouragement,-2.0
discouragements,-1.8
discourager,-1.7
discouragers,-1.9
discourages,-1.9
discouraging,-1.9
discouragingly,-1.8
discredited,-1.9
disdain,-2.1
disgrace,-2.2
disgraced,-2.0
disguise,-1.0
disguised,-1.1
disguises,-1.0
disguising,-1.3
disgust,-2.9
disgusted,-2.4
disgustedly,-3.0
disgustful,-2.6
disgusting,-2.4
disgustingly,-2.9
disgusts,-2.1
dishearten,-2.0
disheartened,-2.2
disheartening,-1.8
dishearteningly,-2.0
disheartenment,-2.3
disheartenments,-2.2
disheartens,-2.2
dishonest,-2.7
disillusion,-1.0
disillusioned,-1.9
disillusioning,-1.3
disillusionment,-1.7
disillusionments,-1.5
disillusions,-1.6
disinclined,-1.1
disjointed,-1.3
dislike,-1.6
disliked,-1.7
dislikes,-1.7
disliking,-1.3
dismal,-3.0
dismay,-1.8
dismayed,-1.9
dismaying,-2.2
dismayingly,-1.9
dismays,-1.8
disorder,-1.7
disorganized,-1.2
disoriented,-1.5
disparage,-2.0
disparaged,-1.4
disparages,-1.6
disparaging,-2.2
displeased,-1.9
dispute,-1.7
disputed,-1.4
disputes,-1.1
disputing,-1.7
disqualified,-1.8
disquiet,-1.3
disregard,-1.1
disregarded,-1.6
disregarding,-0.9
disregards,-1.4
disrespect,-1.8
disrespected,-2.0
disruption,-1.5
disruptions,-1.4
disruptive,-1.3
dissatisfaction,-2.2
dissatisfactions,-1.9
dissatisfactory,-2.0
dissatisfied,-1.6
dissatisfies,-1.8
dissatisfy,-2.2
dissatisfying,-2.4
distort,-1.3
distorted,-1.7
distorting,-1.1
distorts,-1.4
distractable,-1.3
distracted,-1.4
distractedly,-0.9
distractibility,-1.3
distractible,-1.5
distracting,-1.2
distractingly,-1.4
distraction,-1.6
distractions,-1.0
distractive,-1.6
distracts,-1.3
distraught,-2.6
distress,-2.4
distressed,-1.8
distresses,-1.6
distressful,-2.2
distressfully,-1.7
distressfulness,-2.4
distressing,-1.7
distressingly,-2.2
distrust,-1.8
distrusted,-2.4
distrustful,-2.1
distrustfully,-1.8
distrustfulness,-1.6
distrusting,-2.1
distrusts,-1.3
disturb,-1.7
disturbance,-1.6
disturbances,-1.4
disturbed,-1.6
disturber,-1.4
disturbers,-2.1
disturbing,-2.3
disturbingly,-2.3
disturbs,-1.9
dithering,-0.5
divination,1.7
divinations,1.1
divinatory,1.6
divine,2.6
divined,0.8
divinely,2.9
diviner,0.3
diviners,1.2
divines,0.8
divinest,2.7
divining,0.9
divinise,0.5
divinities,1.8
divinity,2.7
divinize,2.3
dizzy,-0.9
dodging,-0.4
dodgy,-0.9
dolorous,-2.2
dominance,0.8
dominances,-0.1
dominantly,0.2
dominants,0.2
dominates,0.2
dominating,-1.2
domination,-0.2
dominations,-0.3
dominative,-0.7
dominators,-0.4
dominatrices,-0.2
dominatrix,-0.5
dominatrixes,0.6
doomed,-3.2
doomful,-2.1
dooming,-2.8
dooms,-1.1
doomsayer,-0.7
doomsayers,-1.7
doomsaying,-1.5
doomsayings,-1.5
doomsday,-2.8
doomsdayer,-2.2
doomsdays,-2.4
doomster,-2.2
doomsters,-1.6
doomy,-1.1
dork,-1.4
dorkier,-1.1
dorkiest,-1.2
dorks,-0.5
dorky,-1.1
doubtable,-1.5
doubted,-1.1
doubters,-1.3
doubtfully,-1.2
doubtfulness,-1.2
doubting,-1.4
doubtingly,-1.4
doubtless,0.9
doubtlessly,1.2
doubtlessness,0.8
doubts,-1.2
douche,-1.5
douchebag,-3.0
downcast,-1.8
downhearted,-2.3
dragged,-0.2
drags,-0.7
drained,-1.5
dread,-2.0
dreaded,-2.7
dreadful,-1.9
dreadfully,-2.7
dreadfulness,-3.2
dreadfuls,-2.4
dreading,-2.4
dreadlock,-0.4
dreadlocks,-0.2
dreadnought,-0.6
dreadnoughts,-0.4
dreads,-1.4
dreams,1.7
dreary,-1.4
droopy,-0.8
drown,-2.7
drowned,-2.9
drowns,-2.2
dubious,-1.5
dud,-1.0
dullard,-1.6
dullards,-1.8
dulled,-1.5
duller,-1.7
dullest,-1.7
dulling,-1.1
dullish,-1.1
dullness,-1.4
dullnesses,-1.9
dulls,-1.0
dullsville,-2.4
dully,-1.1
dumbass,-2.6
dumbbell,-0.8
dumbbells,-0.2
dumbcane,-0.3
dumbcanes,-0.6
dumbed,-1.4
dumber,-1.5
dumbfound,-0.1
dumbfounded,-1.6
dumbfounder,-1.0
dumbfounders,-1.0
dumbfounding,-0.8
dumbfounds,-0.3
dumbhead,-2.6
dumbheads,-1.9
dumbing,-0.5
dumbly,-1.3
dumbness,-1.9
dumbs,-1.5
dumbstruck,-1.0
dumbwaiter,0.2
dumbwaiters,-0.1
dumpcart,-0.6
dumped,-1.7
dumper,-1.2
dumpers,-0.8
dumpier,-1.4
dumpiest,-1.6
dumpiness,-1.2
dumping,-1.3
dumpings,-1.1
dumpish,-1.8
dumpling,0.4
dumplings,-0.3
dumps,-1.7
dumpsters,-1.0
dumpy,-1.7
dupe,-1.5
duped,-1.8
dwell,0.5
dwelled,0.4
dweller,0.3
dwellers,-0.3
dwelling,0.1
dwells,-0.1
dynamic,1.6
dynamical,1.2
dynamically,1.5
dynamism,1.6
dynamisms,1.2
dynamist,1.4
dynamistic,1.5
dynamists,0.9
dynamited,-0.9
dynamiter,-1.2
dynamiters,0.4
dynamites,-0.3
dynamitic,0.9
dynamiting,0.2
dynamometer,0.3
dynamometers,0.3
dynamometric,0.3
dynamometry,0.6
dynamos,0.3
dynamotor,0.6
dysfunction,-1.8
eagerly,1.6
eagerness,1.7
eagers,1.6
earnest,2.3
eased,1.2
easeful,1.5
easefully,1.4
easel,0.3
easement,1.6
easements,0.4
eases,1.3
easiness,1.6
easing,1.0
easygoing,1.3
easygoingness,1.5
ecstacy,3.3
ecstasies,2.3
ecstasy,2.9
ecstatic,2.3
ecstatically,2.8
ecstatics,2.9
eerie,-1.5
eery,-0.9
effectively,1.9
efficiencies,1.6
efficiently,1.7
effin,-2.3
egotism,-1.4
egotisms,-1.0
egotist,-2.3
egotistic,-1.4
egotistical,-0.9
egotistically,-1.8
egotists,-1.7
elated,3.2
elation,1.5
elegance,2.1
elegances,1.8
elegancies,1.6
elegancy,2.1
elegant,2.1
elegantly,1.9
embarrass,-1.2
embarrassable,-1.6
embarrassed,-1.5
embarrassedly,-1.1
embarrasses,-1.7
embarrassing,-1.6
embarrassingly,-1.7
embarrassment,-1.9
embarrassments,-1.7
embittered,-0.4
empathetic,1.7
emptied,-0.7
emptier,-0.7
emptiers,-0.7
empties,-0.7
emptiest,-1.8
emptily,-1.0
emptiness,-1.9
emptinesses,-1.5
emptins,-0.3
emptying,-0.6
enchanted,1.6
encouraged,1.5
encouragement,1.8
encouragements,2.1
encourager,1.5
encouragers,1.5
encourages,1.9
encouragingly,2.0
endorse,1.3
endorsed,1.0
endorsement,1.3
endorses,1.4
enemies,-2.2
enemy,-2.5
energetic,1.9
energetically,1.8
energetics,0.3
energies,0.9
energise,2.2
energised,2.1
energises,2.2
energising,1.9
energization,1.6
energizations,1.5
energize,2.1
energized,2.3
energizer,2.1
energizers,1.7
energizes,2.1
energizing,2.0
engaged,1.7
engagement,2.0
engagements,0.6
engager,1.1
engagers,1.0
engages,1.0
engaging,1.4
engagingly,1.5
engrossed,0.6
enjoyable,1.9
enjoyableness,1.9
enjoyably,1.8
enjoyed,2.3
enjoyer,2.2
enjoyers,2.2
enjoying,2.4
enjoyment,2.6
enjoyments,2.0
enjoys,2.3
enlighten,2.3
enlightened,2.2
enlightening,2.3
enlightens,1.7
ennui,-1.2
enrage,-2.6
enraged,-1.7
enrages,-1.8
enraging,-2.8
enrapture,3.0
enslave,-3.1
enslaved,-1.7
enslaves,-1.6
ensuring,1.1
enterprising,2.3
entertained,1.7
entertainer,1.6
entertainers,1.0
entertainingly,1.9
entertainments,2.3
entertains,2.4
enthral,0.4
enthuse,1.6
enthused,2.0
enthuses,1.7
enthusiasms,2.0
enthusiast,1.5
enthusiastic,2.2
enthusiastically,2.6
enthusiasts,1.4
enthusing,1.9
entitled,1.1
entrusted,0.8
envied,-1.1
envier,-1.0
enviers,-1.1
envies,-0.8
envious,-1.1
envy,-1.1
envying,-0.8
envyingly,-1.3
erroneous,-1.8
errors,-1.4
escapes,0.5
escaping,0.2
esteemed,1.9
ethical,2.3
euphoric,3.2
eviction,-2.0
evildoer,-3.1
evildoers,-2.4
evildoing,-3.1
evildoings,-2.5
eviler,-2.1
evilest,-2.5
eviller,-2.9
evillest,-3.3
evilly,-3.4
evilness,-3.1
evils,-2.7
exaggerate,-0.6
exaggerated,-0.4
exaggerates,-0.6
exaggerating,-0.7
exasperated,-1.8
excel,2.0
excelled,2.2
excellence,3.1
excellences,2.5
excellencies,2.4
excellency,2.5
excellently,3.1
excelling,2.5
excels,2.5
excelsior,0.7
excitabilities,1.5
excitability,1.2
excitable,1.5
excitableness,1.0
excitant,1.8
excitants,1.2
excitation,1.8
excitations,1.8
excitative,0.3
excitatory,1.1
excitedly,2.3
excitements,1.9
exciter,1.9
exciters,1.4
excites,2.1
excitingly,1.9
exciton,0.3
excitonic,0.2
excitons,0.8
excitor,0.5
excluded,-1.4
exclusion,-1.2
excruciate,-2.7
excruciated,-1.3
excruciates,-1.0
excruciating,-3.3
excruciatingly,-2.9
excruciation,-3.4
excruciations,-1.9
exempt,0.4
exhausted,-1.5
exhauster,-1.3
exhausters,-1.3
exhaustibility,-0.8
exhaustible,-1.0
exhausting,-1.5
exhaustions,-1.1
exhaustive,-0.5
exhaustively,-0.7
exhaustiveness,-1.1
exhaustless,0.2
exhaustlessness,0.9
exhausts,-1.1
exhilarated,3.0
exhilarates,2.8
exhilarating,1.7
exonerate,1.8
exonerated,1.8
exonerates,1.6
exonerating,1.0
expands,0.4
expel,-1.9
expelled,-1.0
expelling,-1.6
expels,-1.6
exploit,-0.4
exploited,-2.0
exploiting,-1.9
exploits,-1.4
exploration,0.9
explorations,0.3
exposed,-0.3
exposes,-0.5
exposing,-1.1
extends,0.5
exuberant,2.8
exultant,3.0
exultantly,1.4
fabulous,2.4
fabulousness,2.8
fag,-2.1
faggot,-3.4
faggots,-3.2
failing,-2.3
failingly,-1.4
failings,-2.2
faille,0.1
fails,-1.8
failures,-2.0
fainthearted,-0.3
faithed,1.3
faithful,1.9
faithfully,1.8
faithfulness,1.9
faithless,-1.0
faithlessly,-0.9
faithlessness,-1.8
faiths,1.8
fakes,-1.8
faking,-1.8
fallen,-1.5
falling,-0.6
falsified,-1.6
falsify,-2.0
fame,1.9
fantastical,2.0
fantasticalities,2.1
fantasticality,1.7
fantasticalness,1.3
fantasticate,1.5
fantastico,0.4
farce,-1.7
fascinate,2.4
fascinated,2.1
fascinates,2.0
fascination,2.2
fascinating,2.5
fascist,-2.6
fascists,-0.8
fatal,-2.5
fatalism,-0.6
fatalisms,-1.7
fatalist,-0.5
fatalistic,-1.0
fatalists,-1.2
fatalities,-2.9
fatality,-3.5
fatally,-3.2
fatigue,-1.0
fatigued,-1.4
fatigues,-1.3
fatiguing,-1.2
fatiguingly,-1.5
faulted,-1.4
faultfinder,-0.8
faultfinders,-1.5
faultfinding,-2.1
faultier,-2.1
faultiest,-2.1
faultily,-2.0
faultiness,-1.5
faulting,-1.4
faultless,2.0
faultlessly,2.0
faultlessness,1.1
faults,-2.1
faulty,-1.3
favorableness,2.2
favorably,1.6
favored,1.8
favorer,1.3
favorers,1.4
favoring,1.8
favorited,1.7
favorites,1.8
favoritism,0.7
favoritisms,0.7
favors,1.0
favour,1.9
favoured,1.8
favourer,1.6
favourers,1.6
favouring,1.3
favours,1.8
feared,-2.2
fearfuller,-2.2
fearfullest,-2.5
fearfully,-2.2
fearfulness,-1.8
fearing,-2.7
fearless,1.9
fearlessly,1.1
fearlessness,1.1
fears,-1.8
fearsome,-1.7
fed up,-1.8
feeble,-1.2
felonies,-2.5
felony,-2.5
ferocious,-0.4
ferociously,-1.1
ferociousness,-1.0
ferocities,-1.0
ferocity,-0.7
fervent,1.1
fervid,0.5
festival,2.2
festivalgoer,1.3
festivalgoers,1.2
festivals,1.5
festive,2.0
festively,2.2
festiveness,2.4
festivities,2.1
festivity,2.2
feud,-1.4
feudal,-0.8
feudalism,-0.9
feudalisms,-0.2
feudalist,-0.9
feudalistic,-1.1
feudalities,-0.4
feudality,-0.5
feudalization,-0.3
feudalize,-0.5
feudalized,-0.8
feudalizes,-0.1
feudalizing,-0.7
feudally,-0.6
feudaries,-0.3
feudary,-0.8
feudatories,-0.5
feudatory,-0.1
feuded,-2.2
feuding,-1.6
feudist,-1.1
feudists,-0.7
feuds,-1.4
fidgety,-1.4
fiery,-1.4
fiesta,2.1
fiestas,1.5
fighter,0.6
fighters,-0.2
fightings,-1.9
fights,-1.7
fired,-2.6
fitness,1.1
flagship,0.4
flatter,0.4
flattered,1.6
flatterer,-0.3
flatterers,0.3
flatteries,1.2
flattering,1.3
flatteringly,1.0
flatters,0.6
flattery,0.4
flawless,2.3
flawlessly,0.8
flees,-0.7
flexibilities,1.0
flexibility,1.4
flexible,0.9
flexibly,1.3
flirtation,1.7
flirtations,-0.1
flirtatious,0.5
flirtatiously,-0.1
flirtatiousness,0.6
flirted,-0.2
flirter,-0.4
flirters,0.6
flirtier,-0.1
flirtiest,0.4
flirting,0.8
flirts,0.7
flirty,0.6
flops,-1.4
flunk,-1.3
flunked,-2.1
flunker,-1.9
flunkers,-1.6
flunkey,-1.8
flunkeys,-0.6
flunkies,-1.4
flunking,-1.5
flunks,-1.8
flunky,-1.8
flustered,-1.0
focused,1.6
foe,-1.9
foehns,0.2
foeman,-1.8
foemen,-0.3
foes,-2.0
foetal,-0.1
foetid,-2.3
foetor,-3.0
foetors,-2.1
foetus,0.2
foetuses,0.2
fondly,1.9
fondness,2.5
fooled,-1.6
fooleries,-1.8
foolery,-1.8
foolfish,-0.8
foolfishes,-0.4
foolhardier,-1.5
foolhardiest,-1.3
foolhardily,-1.0
foolhardiness,-1.6
foolhardy,-1.4
fooling,-1.7
foolisher,-1.7
foolishest,-1.4
foolishly,-1.8
foolishness,-1.8
foolishnesses,-2.0
foolproof,1.6
fools,-2.2
foolscaps,-0.8
forbid,-1.3
forbiddance,-1.4
forbiddances,-1.0
forbidden,-1.8
forbidder,-1.6
forbidders,-1.5
forbidding,-1.9
forbiddingly,-1.9
forbids,-1.3
forced,-2.0
foreclosure,-0.5
foreclosures,-2.4
forgave,1.4
forgetful,-1.1
forgivable,1.7
forgivably,1.6
forgive,1.1
forgiven,1.6
forgiveness,1.1
forgiver,1.7
forgivers,1.2
forgives,1.7
forgiving,1.9
forgivingly,1.4
forgivingness,1.8
forgotten,-0.9
fortunate,1.9
fought,-1.3
foughten,-1.9
frantic,-1.9
frantically,-1.4
franticness,-0.7
frauds,-2.3
fraudster,-2.5
fraudsters,-2.4
fraudulence,-2.3
fraudulent,-2.2
freaked,-1.2
freakier,-1.3
freakiest,-1.6
freakiness,-1.4
freaking,-1.8
freakish,-2.1
freakishly,-0.8
freakishness,-1.4
freakout,-1.8
freakouts,-1.5
freaks,-0.4
freaky,-1.5
freebase,-0.1
freebased,0.8
freebases,0.8
freebasing,-0.4
freebee,1.3
freebees,1.3
freebies,1.8
freeboard,0.3
freeboards,0.7
freeboot,-0.7
freebooter,-1.7
freebooters,-0.2
freebooting,-0.8
freeborn,1.2
freed,1.7
freedman,1.1
freedmen,0.7
freedom,3.2
freedoms,1.2
freedwoman,1.6
freedwomen,1.3
freeform,0.9
freehand,0.5
freehanded,1.4
freehearted,1.5
freehold,0.7
freeholder,0.5
freeholders,0.1
freeholds,1.0
freeing,2.1
freelance,1.2
freelanced,0.7
freelancer,1.1
freelancers,0.4
freelances,0.7
freelancing,0.4
freeload,-1.9
freeloaded,-1.6
freeloader,-0.7
freeloaders,-0.1
freeloading,-1.3
freeloads,-1.3
freely,1.9
freeman,1.7
freemartin,-0.5
freemasonries,0.7
freemasonry,0.3
freemen,1.5
freeness,1.6
freenesses,1.7
freer,1.1
freers,1.0
frees,1.2
freesia,0.4
freesias,0.4
freest,1.6
freestanding,1.1
freestyle,0.7
freestyler,0.4
freestylers,0.8
freestyles,0.3
freethinker,1.0
freethinkers,1.0
freethinking,1.1
freeware,0.7
freeway,0.2
freewheel,0.5
freewheeled,0.3
freewheeler,0.2
freewheelers,-0.3
freewheeling,0.5
freewheelingly,0.8
freewheels,0.6
freewill,1.0
freewriting,0.8
freezers,-0.1
freezes,-0.1
freezing,-0.4
freezingly,-1.6
friended,1.7
friending,1.8
friendless,-1.5
friendlessness,-0.3
friendlier,2.0
friendlies,2.2
friendliest,2.6
friendlily,1.8
friendliness,2.0
friends,2.1
friendship,1.9
friendships,1.6
fright,-1.6
frighted,-1.4
frighten,-1.4
frightened,-1.9
frightening,-2.2
frighteningly,-2.1
frightens,-1.7
frightful,-2.3
frightfully,-1.7
frightfulness,-1.9
frighting,-1.5
frights,-1.1
frisky,1.0
frowning,-1.4
frustrated,-2.4
frustrates,-1.9
frustratingly,-2.0
frustration,-2.1
frustrations,-2.0
fuck,-2.5
fucked,-3.4
fucker,-3.3
fuckers,-2.9
fuckface,-3.2
fuckhead,-3.1
fucks,-2.1
fucktard,-3.1
fud,-1.1
fuked,-2.5
fuking,-3.2
fulfill,1.9
fulfilled,1.8
fulfills,1.0
fume,-1.2
fumed,-1.8
fumeless,0.3
fumelike,-0.7
fumer,0.7
fumers,-0.8
fumes,-0.1
fumet,0.4
fumets,-0.4
fumette,-0.6
fuming,-2.7
funeral,-1.5
funerals,-1.6
funky,-0.4
funned,2.3
funneled,0.1
funnelform,0.5
funneling,-0.1
funnelled,-0.1
funnelling,0.1
funnels,0.4
funner,2.2
funnest,2.9
funnier,1.7
funnies,1.3
funniest,2.6
funnily,1.9
funniness,1.8
funninesses,1.6
funning,1.8
funnyman,1.4
funnymen,1.3
furiously,-1.9
fury,-2.7
gagged,-1.3
gained,1.6
gaining,1.8
gains,1.4
gallant,1.7
gallantly,1.9
gallantry,2.6
geekier,0.2
geekiest,-0.1
geeks,-0.4
geeky,-0.6
generosities,2.6
generosity,2.3
generously,1.8
generousness,2.4
genial,1.8
gentler,1.4
gentlest,1.8
gently,2.0
giggle,1.8
giggled,1.5
giggler,0.6
gigglers,1.4
giggles,0.8
gigglier,1.0
giggliest,1.7
giggling,1.5
gigglingly,1.1
giggly,1.0
giver,1.4
givers,1.7
giving,1.4
glamor,2.1
glamorise,1.3
glamorised,1.8
glamorises,2.1
glamorising,1.2
glamorization,1.6
glamorize,1.7
glamorized,2.1
glamorizer,2.4
glamorizers,1.6
glamorizes,2.4
glamorizing,1.8
glamorous,2.3
glamorously,2.1
glamors,1.4
glamour,2.4
glamourize,0.8
glamourless,-1.6
glamourous,2.0
glamours,1.9
glee,3.2
gleeful,2.9
gloomed,-1.9
gloomful,-2.1
gloomier,-1.5
gloomiest,-1.8
gloominess,-1.8
gloominesses,-1.0
glooming,-1.8
glooms,-0.9
gloomy,-0.6
gloried,2.4
glories,2.1
glorification,2.0
glorified,2.3
glorifier,2.3
glorifiers,1.6
glorifies,2.2
glorify,2.7
glorifying,2.4
gloriole,1.5
glorioles,1.2
glorious,3.2
gloriously,2.9
gloriousness,2.6
gn8,0.6
goddam,-2.5
goddammed,-2.4
goddamn,-2.1
goddamned,-1.8
goddamns,-2.1
goddams,-1.9
godsend,2.8
gorgeously,2.3
gorgeousness,2.9
gorgeousnesses,2.1
gossip,-0.7
gossiped,-1.1
gossiper,-1.1
gossipers,-1.1
gossiping,-1.6
gossipmonger,-1.0
gossipmongers,-1.4
gossipped,-1.3
gossipping,-1.8
gossipries,-0.8
gossipry,-1.2
gossips,-1.3
gossipy,-1.3
grace,1.8
graced,0.9
graceful,2.0
gracefuller,2.2
gracefullest,2.8
gracefully,2.4
gracefulness,2.2
graces,1.6
gracile,1.7
graciles,0.6
gracilis,0.4
gracility,1.2
gracing,1.3
gracioso,1.0
gracious,2.6
graciously,2.3
graciousness,2.4
grandee,1.1
grandees,1.2
grander,1.7
grandest,2.4
grandeur,2.4
grandeurs,2.1
granted,1.0
granting,1.3
grants,0.9
grateful,2.0
gratefuller,1.8
gratefully,2.1
gratefulness,2.2
graticule,0.1
graticules,0.2
gratification,1.6
gratifications,1.8
gratified,1.6
gratifies,1.5
gratify,1.3
gratifying,2.3
gratifyingly,2.0
gratin,0.4
grating,-0.4
gratingly,-0.2
gratings,-0.8
gratins,0.2
gratis,0.2
gratitude,2.3
gratz,2.0
grave,-1.6
graved,-0.9
gravel,-0.5
graveled,-0.5
graveless,-1.3
graveling,-0.4
gravelled,-0.9
gravelling,-0.4
gravelly,-0.9
gravels,-0.5
gravely,-1.5
graven,-0.9
graveness,-1.5
graver,-1.1
gravers,-1.2
graves,-1.2
graveside,-0.8
gravesides,-1.6
gravest,-1.3
gravestones,-0.5
graveyard,-1.2
graveyards,-1.2
greedier,-2.0
greediest,-2.8
greedily,-1.9
greediness,-1.7
greeds,-1.0
greenwash,-1.8
greenwashing,-0.4
greet,1.3
greeted,1.1
greeting,1.6
greetings,1.8
greets,0.6
grey,0.2
grief,-2.2
grievance,-2.1
grievances,-1.5
grievant,-0.8
grievants,-1.1
grieve,-1.6
grieved,-2.0
griever,-1.9
grievers,-0.3
grieves,-2.1
grieving,-2.3
grievous,-2.0
grievously,-1.7
grievousness,-2.7
grim,-2.7
grimace,-1.0
grimaced,-2.0
grimaces,-1.8
grimacing,-1.4
grimalkin,-0.9
grimalkins,-0.9
grime,-1.5
grimed,-1.2
grimes,-1.0
grimier,-1.6
grimiest,-0.7
grimily,-0.7
griminess,-1.6
griming,-0.7
grimly,-1.3
grimmer,-1.5
grimmest,-0.8
grimness,-0.8
grimy,-1.8
grin,2.1
grinned,1.1
grinner,1.1
grinners,1.6
grinning,1.5
grins,0.9
grossed,-0.4
grosser,-0.3
grosses,-0.8
grossest,-2.1
grossing,-0.3
grossness,-1.8
grossular,-0.3
grossularite,-0.1
grossularites,-0.7
grossulars,-0.3
grouch,-2.2
grouched,-0.8
grouches,-0.9
grouchier,-2.0
grouchiest,-2.3
grouchily,-1.4
grouchiness,-2.0
grouching,-1.7
grouchy,-1.9
growing,0.7
guilt,-1.1
guiltier,-2.0
guiltiest,-1.7
guiltily,-1.1
guiltiness,-1.8
guiltless,0.8
guiltlessly,0.7
guiltlessness,0.6
guilts,-1.4
gullibility,-1.6
gullible,-1.5
h8,-2.7
hacked,-1.7
hahas,1.8
hailed,0.9
hallelujah,3.0
handsome,2.2
handsomely,1.9
handsomeness,2.4
handsomer,2.0
handsomest,2.6
hapless,-1.4
haplessness,-1.4
happiest,3.2
happily,2.6
happiness,2.6
happing,1.1
harass,-2.2
harassed,-2.5
harasser,-2.4
harassers,-2.8
harasses,-2.5
harassing,-2.5
harassment,-2.5
harassments,-2.6
hardier,-0.6
hardship,-1.3
hardy,1.7
harm,-2.5
harmed,-2.1
harmfully,-2.6
harmfulness,-2.6
harming,-2.6
harmless,1.0
harmlessly,1.4
harmlessness,0.8
harmonica,0.6
harmonically,2.1
harmonicas,0.1
harmonicist,0.5
harmonicists,0.9
harmonics,1.5
harmonies,1.3
harmonious,2.0
harmoniously,1.9
harmoniousness,1.8
harmonise,1.8
harmonised,1.3
harmonising,1.4
harmonium,0.9
harmoniums,0.8
harmonization,1.9
harmonizations,0.9
harmonize,1.7
harmonized,1.6
harmonizer,1.6
harmonizers,1.6
harmonizes,1.5
harmonizing,1.4
harmony,1.7
harms,-2.2
harried,-1.4
harsh,-1.9
harsher,-2.2
harshest,-2.9
hated,-3.2
hateful,-2.2
hatefully,-2.3
hatefulness,-3.6
haters,-2.2
hates,-1.9
hating,-2.3
hatred,-3.2
haunt,-1.7
haunted,-2.1
haunting,-1.1
haunts,-1.0
havoc,-2.9
heartbreak,-2.7
heartbreaker,-2.2
heartbreakers,-2.1
heartbreaking,-2.0
heartbreakingly,-1.8
heartbreaks,-1.8
heartbroken,-3.3
heartfelt,2.5
heartless,-2.2
heartlessly,-2.8
heartlessness,-2.8
heartwarming,2.1
heavenlier,3.0
heavenliest,2.7
heavenliness,2.7
heavenlinesses,2.3
heavenly,3.0
heavens,1.7
heavenward,1.4
heavenwards,1.2
heavyhearted,-2.1
heh,-0.6
hellish,-3.2
helper,1.4
helpers,1.1
helpfully,2.3
helpfulness,1.9
helping,1.2
helpless,-2.0
helplessly,-1.4
helplessness,-2.1
helplessnesses,-1.7
helps,1.6
hero,2.6
heroes,2.3
heroic,2.6
heroical,2.9
heroically,2.4
heroicomic,1.0
heroicomical,1.1
heroics,2.4
heroin,-2.2
heroine,2.7
heroines,1.8
heroinism,-2.0
heroism,2.8
heroisms,2.2
heroize,2.1
heroized,2.0
heroizes,2.2
heroizing,1.9
heron,0.1
heronries,0.7
heronry,0.1
herons,0.5
heros,1.3
hesitance,-0.9
hesitancies,-1.0
hesitancy,-0.9
hesitant,-1.0
hesitantly,-1.2
hesitated,-1.3
hesitater,-1.4
hesitaters,-1.4
hesitates,-1.4
hesitating,-1.4
hesitatingly,-1.5
hesitations,-1.1
hid,-0.4
hides,-0.7
hiding,-1.2
hindrance,-1.7
hoax,-1.1
holidays,1.6
homesick,-0.7
homesickness,-1.8
homesicknesses,-1.8
honester,1.9
honestest,3.0
honesties,1.8
honesty,2.2
honor,2.2
honorability,2.2
honorable,2.5
honorableness,2.2
honorably,2.4
honoraria,0.6
honoraries,1.5
honorarily,1.9
honorarium,0.7
honorariums,1.0
honorary,1.4
honored,2.8
honoree,2.1
honorees,2.3
honorer,1.7
honorers,1.3
honorific,1.4
honorifically,2.2
honorifics,1.7
honoring,2.3
honors,2.3
honour,2.7
honourable,2.1
honoured,2.2
honourer,1.8
honourers,1.6
honouring,2.1
honours,2.2
hooligan,-1.5
hooliganism,-2.1
hooligans,-1.1
hooray,2.3
hoped,1.6
hopefulness,1.6
hopeless,-2.0
hopelessly,-2.2
hopelessness,-3.1
hopes,1.8
hoping,1.8
horrendous,-2.8
horrendously,-1.9
horrent,-0.9
horribleness,-2.4
horribles,-2.1
horribly,-2.4
horrid,-2.5
horridly,-1.4
horridness,-2.3
horridnesses,-3.0
horrific,-3.4
horrifically,-2.9
horrified,-2.5
horrifies,-2.9
horrify,-2.5
horrifying,-2.7
horrifyingly,-3.3
horror,-2.7
horrors,-2.7
hostile,-1.6
hostilely,-2.2
hostiles,-1.3
hostilities,-2.1
hostility,-2.5
huckster,-0.9
huggable,1.6
hugged,1.7
hugger,1.6
huggers,1.8
hugging,1.8
hugs,2.2
humerous,1.4
humiliate,-2.5
humiliated,-1.4
humiliates,-1.0
